restaurant,dinesafe_infraction,ward,median_ward_income
Magic Noodle,S - Significant,22,77000
Magic Noodle,M - Minor,22,77000
Magic Noodle,M - Minor,22,77000
Magic Noodle,M - Minor,22,77000
Magic Noodle,NA,22,77000
Maison D'Hebergement Pour Femmes Francophones,NA,25,105000
Maison D'Hebergement Pour Femmes Francophones,NA,25,105000
Malvern JPS Student Nutrition Program,NA,23,87000
Mama Earth Organics,NA,19,89000
Mama's Boys Burgers,NA,20,79000
Mama's Boys Burgers,NA,20,79000
Mamajoun Armenian Pizza,NA,21,78000
Mamajoun Armenian Pizza,NA,21,78000
Manzou Bakery,NA,22,77000
Manzou Bakery,M - Minor,22,77000
Manzou Bakery,M - Minor,22,77000
Marina's Casa Da Comida,M - Minor,9,85000
Marina's Casa Da Comida,M - Minor,9,85000
Marina's Casa Da Comida,NA,9,85000
Marina's Casa Da Comida,M - Minor,9,85000
Maritime Lobster,NA,21,78000
Markham Convenience,M - Minor,11,84000
Markham Convenience,M - Minor,11,84000
Markham Convention Centre,NA,23,87000
Markham Convention Centre,NA,23,87000
Markham Convention Centre,NA,23,87000
Markham Convention Centre,NA,23,87000
Mary Brown's,NA,21,78000
Mary Brown's Chicken Express,NA,10,89000
Mary Brown's Chicken Express,NA,10,89000
Mary Brown's Chicken Express,M - Minor,10,89000
Mary Brown's Chicken Express,NA,10,89000
Mary Browns,S - Significant,21,78000
Mary's Place Hot Table and Sandwiches,M - Minor,19,89000
Mary's Place Hot Table and Sandwiches,M - Minor,19,89000
Mary's Place Hot Table and Sandwiches,M - Minor,19,89000
Mary's Place Hot Table and Sandwiches,M - Minor,19,89000
Mary's Place Hot Table and Sandwiches,M - Minor,19,89000
Mary's Place Hot Table and Sandwiches,M - Minor,19,89000
Mary's Place Hot Table and Sandwiches,C - Crucial,19,89000
Mary's Place Hot Table and Sandwiches,NA,19,89000
Master Pizzeria,M - Minor,19,89000
Master Pizzeria,M - Minor,19,89000
Master Pizzeria,M - Minor,19,89000
Master Pizzeria,M - Minor,19,89000
Master Pizzeria,M - Minor,19,89000
Mayur Fine Indian Cuisine,S - Significant,21,78000
Mayur Fine Indian Cuisine,C - Crucial,21,78000
Mayur Fine Indian Cuisine,M - Minor,21,78000
Mayur Fine Indian Cuisine,NA,21,78000
Mayur Fine Indian Cuisine,M - Minor,21,78000
Mayur Fine Indian Cuisine,M - Minor,21,78000
Mayur Fine Indian Cuisine,M - Minor,21,78000
Mayur Fine Indian Cuisine,M - Minor,21,78000
Mayur Fine Indian Cuisine,NA,21,78000
Mayur Fine Indian Cuisine,M - Minor,21,78000
McDONALD'S,S - Significant,20,79000
McDONALD'S,M - Minor,20,79000
McDONALD'S,NA,20,79000
McDONALD'S,S - Significant,20,79000
McDONALD'S,NA,13,65000
McDONALD'S,NA,13,65000
McDONALD'S,NA,13,65000
McDONALD'S,NA,13,65000
McDonald's,NA,24,78000
McDonald's,M - Minor,24,78000
McEWAN,M - Minor,10,89000
McEWAN,M - Minor,10,89000
McEWAN,NA,10,89000
McEWAN,S - Significant,10,89000
McEWAN,S - Significant,10,89000
McEWAN,M - Minor,10,89000
McEWAN,M - Minor,10,89000
McEWAN,M - Minor,10,89000
McEWAN,S - Significant,10,89000
McEWAN,NA,10,89000
McSORLEY'S SALOON & GRILL,NA,15,102000
McSORLEY'S SALOON & GRILL,M - Minor,15,102000
McSORLEY'S SALOON & GRILL,S - Significant,15,102000
McSORLEY'S SALOON & GRILL,NA,15,102000
Meena's Fine  Cuisine,M - Minor,25,105000
Meena's Fine  Cuisine,M - Minor,25,105000
Meena's Fine  Cuisine,M - Minor,25,105000
Meet Noodles,NA,22,77000
Meet Noodles,NA,22,77000
Meet Noodles,M - Minor,22,77000
Meet Noodles,M - Minor,22,77000
Meet Noodles,M - Minor,22,77000
Merigold Restaurant,NA,21,78000
Merigold Restaurant,NA,21,78000
Metro # 065,NA,3,90000
Metro # 065,NA,3,90000
Metro # 065,NA,3,90000
Metro # 065,M - Minor,3,90000
Metro # 065,M - Minor,3,90000
Metro # 065,M - Minor,3,90000
Metro News - Handfuel,NA,20,79000
Mexican Gallery,NA,9,85000
Mexican Gallery,NA,9,85000
Mexican Gallery,NA,9,85000
Mexico Lindo Express,S - Significant,22,77000
Mexico Lindo Express,M - Minor,22,77000
Mexico Lindo Express,S - Significant,22,77000
Mexico Lindo Express,M - Minor,22,77000
Mexico Lindo Express,M - Minor,22,77000
Mexico Lindo Restaurant,M - Minor,19,89000
Mexico Lindo Restaurant,M - Minor,19,89000
Mexico Lindo Restaurant,M - Minor,19,89000
Mexitaco,M - Minor,20,79000
Mexitaco,M - Minor,20,79000
Mexitaco,S - Significant,20,79000
Mexitaco,M - Minor,20,79000
Mexitaco,M - Minor,20,79000
Mexitaco,M - Minor,20,79000
Mexitaco,S - Significant,20,79000
Mexitaco,S - Significant,20,79000
Mexitaco,NA,20,79000
Midland Gardens Care Community,S - Significant,20,79000
Midland Gardens Care Community,NA,20,79000
Midland Gardens Care Community,M - Minor,20,79000
Midland Gardens Care Community,M - Minor,20,79000
Midland Gardens Care Community,M - Minor,20,79000
Midland Gardens Care Community,M - Minor,20,79000
Midland Gardens Care Community,M - Minor,20,79000
Midwest Bakery Inc./Eini & Co. Bakeshop,NA,21,78000
Mika Sushi,M - Minor,22,77000
Mika Sushi,NA,22,77000
Mike's Independent City Market,NA,10,89000
Mike's Independent City Market,NA,10,89000
Mike's Independent City Market,NA,10,89000
Mike's Independent City Market,NA,10,89000
Miller Lash House,NA,25,105000
Miller Lash House,NA,25,105000
Mini Moe's Burgers,NA,21,78000
Mini Moe's Burgers,S - Significant,21,78000
Mini Moe's Burgers,S - Significant,21,78000
Mini Moe's Burgers,NA,21,78000
Mini Moe's Burgers,NA,21,78000
Miss Fu in ChengDu,S - Significant,18,81000
Miss Fu in ChengDu,S - Significant,18,81000
Miss Fu in ChengDu,S - Significant,18,81000
Miss Fu in ChengDu,NA,18,81000
Miss Fu in ChengDu,C - Crucial,18,81000
Miss Fu in ChengDu,C - Crucial,18,81000
Miss Fu in ChengDu,NA,18,81000
Miss Fu in ChengDu,NA,18,81000
Miss Fu in ChengDu,S - Significant,18,81000
Miss Fu in ChengDu,C - Crucial,18,81000
Miss Fu in ChengDu,NA,18,81000
Miss Fu in ChengDu,NA,18,81000
Miss Fu in ChengDu,M - Minor,18,81000
Miss Fu in ChengDu,M - Minor,18,81000
Miss Pippa's,NA,9,85000
Miss Pippa's,NA,9,85000
Miss Pippa's,NA,9,85000
Moin Halal Meat and Grocery,NA,23,87000
Moin Halal Meat and Grocery,M - Minor,23,87000
Mom's Cookie Jar,NA,22,77000
Momiji Auditorium Servery and Cafe,NA,24,78000
Momiji Auditorium Servery and Cafe,M - Minor,24,78000
Momiji Auditorium Servery and Cafe,M - Minor,24,78000
Momiji Auditorium Servery and Cafe,NA,24,78000
Momiji Auditorium Servery and Cafe,NA,24,78000
Mon Petit Univers,NA,20,79000
Mon Petit Univers,M - Minor,20,79000
Mon Petit Univers,M - Minor,20,79000
Mon Petit Univers,S - Significant,20,79000
Mon Petit Univers,S - Significant,20,79000
Mona's Roti Catering,M - Minor,23,87000
Mona's Roti Catering,S - Significant,23,87000
Mona's Roti Catering,NA,23,87000
Mona's Roti Catering,NA,23,87000
Mondelez Canada Inc.,NA,21,78000
Monsignor Fraser College (Midland Campus),NA,22,77000
Mosaic Wholesalers,NA,7,73000
Mosaic Wholesalers,M - Minor,7,73000
Mosaic Wholesalers,NA,7,73000
Mr Sub,M - Minor,20,79000
Mr. Greek FLOGA,S - Significant,21,78000
Mr. Greek FLOGA,M - Minor,21,78000
Mr. Greek FLOGA,M - Minor,21,78000
Mr. Greek FLOGA,S - Significant,21,78000
Mr. Greek FLOGA,S - Significant,21,78000
Mr. Greek FLOGA,NA,21,78000
Mr. Greek FLOGA,M - Minor,21,78000
Mr. Greek FLOGA,M - Minor,21,78000
Mr. Greek FLOGA,M - Minor,21,78000
Mr. Greek FLOGA,S - Significant,21,78000
Mr. Greek FLOGA,NA,21,78000
Mr. Potato,M - Minor,21,78000
Mr. Potato,M - Minor,21,78000
Mr. Potato,M - Minor,21,78000
Mr. Souvlaki,S - Significant,24,78000
Mr. Sub,M - Minor,3,90000
Mr. Sub,NA,3,90000
Mr. Sub,M - Minor,3,90000
Mr. Sub,M - Minor,3,90000
Mr. Sub,M - Minor,3,90000
Mr. Sub,NA,3,90000
Mr. Tasty's Drive In,M - Minor,19,89000
Mr. Tasty's Drive In,S - Significant,19,89000
Mr. Tasty's Drive In,NA,19,89000
Mr.Coco,S - Significant,8,97000
Mr.Coco,S - Significant,8,97000
Mr.Coco,S - Significant,8,97000
Mr.Coco,NA,8,97000
Mr.Coco,NA,8,97000
Mr.Coco,M - Minor,8,97000
Mr.Coco,S - Significant,8,97000
Mr.Coco,S - Significant,8,97000
Mr.Coco,S - Significant,8,97000
Mr.Coco,M - Minor,8,97000
Mr.Coco,NA,8,97000
Mrs. Park's Kitchen,NA,22,77000
Mrs. Park's Kitchen,NA,22,77000
Mucho Burrito,NA,21,78000
Mucho Burrito,M - Minor,21,78000
Mucho Burrito,S - Significant,21,78000
Mushkaki,NA,1,81000
Mushkaki,NA,1,81000
Mushkaki,S - Significant,1,81000
Mushkaki,M - Minor,1,81000
Muskoka Morning (RAWF 2022),NA,10,89000
Muskoka Morning (RAWF 2022),NA,10,89000
Muslim Welfare Centre,M - Minor,23,87000
Muslim Welfare Centre,M - Minor,23,87000
Muslim Welfare Centre,M - Minor,23,87000
Mustache Burger (Truck) - CNE 2023,M - Minor,10,89000
Muzi Dessert Gallery,M - Minor,22,77000
Muzi Dessert Gallery,M - Minor,22,77000
Muzi Dessert Gallery,M - Minor,22,77000
My Little Chick Pea,NA,21,78000
N & H FOOD COMPANY LTD.,NA,9,85000
N' SHEEMAEHN: SCARBOROUGH CAMPUS CHILD CARE CENTRE,NA,25,105000
N' SHEEMAEHN: SCARBOROUGH CAMPUS CHILD CARE CENTRE,NA,25,105000
N' SHEEMAEHN: SCARBOROUGH CAMPUS CHILD CARE CENTRE,S - Significant,25,105000
N'JOY SHAWARMA,S - Significant,8,97000
N'JOY SHAWARMA,S - Significant,8,97000
N'JOY SHAWARMA,S - Significant,8,97000
N'JOY SHAWARMA,M - Minor,8,97000
N'JOY SHAWARMA,M - Minor,8,97000
N'JOY SHAWARMA,M - Minor,8,97000
N'JOY SHAWARMA,M - Minor,8,97000
N'JOY SHAWARMA,S - Significant,8,97000
N'JOY SHAWARMA,M - Minor,8,97000
N'JOY SHAWARMA,M - Minor,8,97000
N'JOY SHAWARMA,M - Minor,8,97000
N'JOY SHAWARMA,M - Minor,8,97000
N'JOY SHAWARMA,S - Significant,8,97000
N'JOY SHAWARMA,M - Minor,8,97000
N'JOY SHAWARMA,M - Minor,8,97000
N'JOY SHAWARMA,M - Minor,8,97000
N'JOY SHAWARMA,S - Significant,8,97000
N'JOY SHAWARMA,M - Minor,8,97000
N'JOY SHAWARMA,M - Minor,8,97000
N'JOY SHAWARMA,S - Significant,8,97000
N'JOY SHAWARMA,M - Minor,8,97000
N'JOY SHAWARMA,S - Significant,8,97000
N-ZARAFONITIS #944,NA,10,89000
NAAN & KABOB,S - Significant,21,78000
NAAN & KABOB,M - Minor,21,78000
NAAN & KABOB,S - Significant,21,78000
NAAN & KABOB,NA,21,78000
NAAN & KABOB,S - Significant,21,78000
NAAN & KABOB,S - Significant,21,78000
NAAN & KABOB,S - Significant,21,78000
NAAN & KABOB,NA,21,78000
NAAN & KABOB,NA,21,78000
NAAN & KABOB,S - Significant,21,78000
NAAN AND KABOB,S - Significant,11,84000
NAAN AND KABOB,M - Minor,11,84000
NAAN AND KABOB,M - Minor,11,84000
NAAN AND KABOB,NA,11,84000
NAAN AND KABOB,NA,11,84000
NAAN AND KABOB,S - Significant,21,78000
NAAN AND KABOB,S - Significant,21,78000
NAAN AND KABOB,M - Minor,21,78000
NAAN KABOB,NA,15,102000
NAAN KABOB,C - Crucial,15,102000
NAAN KABOB,S - Significant,15,102000
NAAN KABOB,S - Significant,15,102000
NAAN KABOB,NA,15,102000
NAAN KABOB,S - Significant,15,102000
NAAN KABOB,C - Crucial,15,102000
NAAN KABOB,S - Significant,15,102000
NAAN KABOB,C - Crucial,15,102000
NAAN KABOB,NA,15,102000
NAAN KABOB,S - Significant,15,102000
NAAN KABOB,M - Minor,15,102000
NAAN KABOB,M - Minor,15,102000
NAAN KABOB,NA,10,89000
NAAN KARAHI & BBQ,M - Minor,14,93000
NAAN KARAHI & BBQ,NA,14,93000
NACHO CART,NA,10,89000
NACHO CART,NA,10,89000
NACHO CART,NA,10,89000
NACHO EAST,NA,10,89000
NACHO EAST,NA,10,89000
NACHO EAST,NA,10,89000
NACHO WEST,NA,10,89000
NACHO WEST,NA,10,89000
NACHOS LIBRE,NA,10,89000
NADEGE,S - Significant,11,84000
NADEGE,M - Minor,11,84000
NADEGE,NA,11,84000
NADEGE,NA,10,89000
NADEGE,S - Significant,10,89000
NADEGE,S - Significant,10,89000
NADEGE,NA,10,89000
NADEGE,NA,10,89000
NADEGE,S - Significant,10,89000
NADEGE,NA,10,89000
NADEGE,NA,10,89000
NADEGE,NA,3,90000
NADEGE,M - Minor,3,90000
NADEGE,M - Minor,3,90000
NADEGE,NA,3,90000
NADEGE PATISSERIE,M - Minor,10,89000
NADEGE PATISSERIE,M - Minor,10,89000
NADEGE PATISSERIE,M - Minor,10,89000
NADEGE PATISSERIE,M - Minor,10,89000
NADEGE PATISSERIE,NA,10,89000
NADEGE PATISSERIE,M - Minor,10,89000
NADEGE PATISSERIE,S - Significant,10,89000
NADEGE PATISSERIE,M - Minor,10,89000
NADEGE PATISSERIE,M - Minor,10,89000
NADEGE PATISSERIE,NA,10,89000
NADEGE PATISSERIE,NA,10,89000
NADEGE PATISSERIE,C - Crucial,11,84000
NADEGE PATISSERIE,S - Significant,11,84000
NADEGE PATISSERIE,NA,11,84000
NADEGE PATISSERIE,NA,11,84000
NADEGE PATISSERIE,NA,11,84000
NADI HALAL KEBAB HOUSE,NA,25,105000
NADI HALAL KEBAB HOUSE,NA,25,105000
NADIA'S NO FRILLS,NA,21,78000
NAI NAI INDONESIAN FOOD,NA,10,89000
NAIJA JOLLOF,M - Minor,6,82000
NAIJA JOLLOF,S - Significant,6,82000
NAIJA JOLLOF,S - Significant,6,82000
NAIJA JOLLOF,NA,6,82000
NAIJA JOLLOF,S - Significant,6,82000
NAIJA JOLLOF,M - Minor,6,82000
NAIJA JOLLOF,M - Minor,6,82000
NAIJA JOLLOF,M - Minor,6,82000
NAIJA JOLLOF,S - Significant,6,82000
NAIJA JOLLOF,M - Minor,6,82000
NAIJA JOLLOF,NA,6,82000
NAIJA JOLLOF,M - Minor,6,82000
NAIJA JOLLOF,M - Minor,6,82000
NAIJA JOLLOF,M - Minor,6,82000
NAIJA JOLLOF,M - Minor,6,82000
NAIJA JOLLOF DOWNTOWN,NA,13,65000
NAIJA JOLLOF DOWNTOWN,M - Minor,13,65000
NAIJA JOLLOF DOWNTOWN,M - Minor,13,65000
NAIJA JOLLOF DOWNTOWN,M - Minor,13,65000
NAIJA JOLLOF DOWNTOWN,M - Minor,13,65000
NAIJA JOLLOF DOWNTOWN,M - Minor,13,65000
NAIJA JOLLOF DOWNTOWN,M - Minor,13,65000
NAIJA JOLLOF DOWNTOWN,M - Minor,13,65000
NAIJA JOLLOF DOWNTOWN,M - Minor,13,65000
NAIJA JOLLOF DOWNTOWN,M - Minor,13,65000
NAIJA JOLLOF DOWNTOWN,S - Significant,13,65000
NAIJA JOLLOF DOWNTOWN,M - Minor,13,65000
NAIJA JOLLOF DOWNTOWN,NA,13,65000
NAIJA JOLLOF DOWNTOWN,S - Significant,13,65000
NAIJA JOLLOF DOWNTOWN,NA,13,65000
NAIJA JOLLOF DOWNTOWN,M - Minor,13,65000
NAIJA JOLLOF DOWNTOWN,NA,13,65000
NAIJA JOLLOF DOWNTOWN,S - Significant,13,65000
NAIJA JOLLOF DOWNTOWN,M - Minor,13,65000
NAIJAA RESTAURANT,NA,7,73000
NAIJAA RESTAURANT,NA,7,73000
NAKAMORI,S - Significant,16,78500
NAKAMORI,S - Significant,16,78500
NAKAMORI,S - Significant,16,78500
NAKAMORI,C - Crucial,16,78500
NAKAMORI,NA,16,78500
NAKAMORI,NA,16,78500
NAKAYOSHI IZAGAYA,NA,14,93000
NAKAYOSHI IZAGAYA,NA,14,93000
NAKWON KOREAN RESTAURANT,M - Minor,18,81000
NAKWON KOREAN RESTAURANT,M - Minor,18,81000
NAKWON KOREAN RESTAURANT,M - Minor,18,81000
NAKWON KOREAN RESTAURANT,M - Minor,18,81000
NAKWON KOREAN RESTAURANT,M - Minor,18,81000
NAKWON KOREAN RESTAURANT,S - Significant,18,81000
NAKWON KOREAN RESTAURANT,NA,18,81000
NAKWON KOREAN RESTAURANT,M - Minor,18,81000
NAKWON KOREAN RESTAURANT,M - Minor,18,81000
NAKWON KOREAN RESTAURANT,M - Minor,18,81000
NAKWON KOREAN RESTAURANT,M - Minor,18,81000
NAKWON KOREAN RESTAURANT,M - Minor,18,81000
NAKWON KOREAN RESTAURANT,M - Minor,18,81000
NAKWON KOREAN RESTAURANT,S - Significant,18,81000
NAMASTE INDIA - INDIAN CUISINE,S - Significant,11,84000
NAMASTE INDIA - INDIAN CUISINE,NA,11,84000
NAMASTE INDIA - INDIAN CUISINE,M - Minor,11,84000
NAMASTE INDIA - INDIAN CUISINE,S - Significant,11,84000
NAMASTE INDIA - INDIAN CUISINE,S - Significant,11,84000
NAMASTE INDIA - INDIAN CUISINE,S - Significant,11,84000
NAMASTE INDIA - INDIAN CUISINE,M - Minor,11,84000
NAMASTE INDIA - INDIAN CUISINE,M - Minor,11,84000
NAMASTE INDIA - INDIAN CUISINE,C - Crucial,11,84000
NAMASTE INDIA - INDIAN CUISINE,S - Significant,11,84000
NAMASTE INDIA - INDIAN CUISINE,S - Significant,11,84000
NAMASTE INDIA - INDIAN CUISINE,M - Minor,11,84000
NAMASTE INDIA - INDIAN CUISINE,NA,11,84000
NAMASTE INDIA - INDIAN CUISINE,C - Crucial,11,84000
NAMASTE INDIA - INDIAN CUISINE,NA,11,84000
NAMASTE INDIA - INDIAN CUISINE,S - Significant,11,84000
NAMASTE INDIA - INDIAN CUISINE,M - Minor,11,84000
NAMASTE INDIA - INDIAN CUISINE,M - Minor,11,84000
NAMASTE INDIA - INDIAN CUISINE,NA,11,84000
NAMASTE INDIAN SUPERMARKET & RESTAURANT,M - Minor,24,78000
NAMASTE INDIAN SUPERMARKET & RESTAURANT,S - Significant,24,78000
NAMASTE INDIAN SUPERMARKET & RESTAURANT,M - Minor,24,78000
NAMASTE INDIAN SUPERMARKET & RESTAURANT,M - Minor,24,78000
NAMASTE INDIAN SUPERMARKET & RESTAURANT,M - Minor,24,78000
NAMASTE INDIAN SUPERMARKET & RESTAURANT,M - Minor,24,78000
NAMASTE INDIAN SUPERMARKET & RESTAURANT,S - Significant,24,78000
NAMASTE INDIAN SUPERMARKET & RESTAURANT,M - Minor,24,78000
NAMASTE INDIAN SUPERMARKET & RESTAURANT,S - Significant,24,78000
NAMI RESTAURANT,M - Minor,13,65000
NAMI RESTAURANT,S - Significant,13,65000
NAMI RESTAURANT,S - Significant,13,65000
NAMI RESTAURANT,M - Minor,13,65000
NAMI RESTAURANT,M - Minor,13,65000
NAMI RESTAURANT,NA,13,65000
NAMI RESTAURANT,NA,13,65000
NAMI RESTAURANT,NA,13,65000
NAMI RESTAURANT,C - Crucial,13,65000
NAMI RESTAURANT,NA,13,65000
NAMI RESTAURANT,NA,13,65000
NAMUL,NA,12,86000
NAMUL,NA,12,86000
NANA BAKERY,NA,22,77000
NANA BAKERY,NA,22,77000
NANA BAKERY,NA,22,77000
NANA BAKERY,M - Minor,22,77000
NANA BAKERY,S - Significant,22,77000
NANA'S CREPERIE,NA,19,89000
NANA'S CREPERIE,NA,19,89000
NANALYN JERK,M - Minor,6,82000
NANALYN JERK,S - Significant,6,82000
NANALYN JERK,NA,6,82000
NANCY BROWN KITCHEN,NA,4,85000
NANCY BROWN KITCHEN,NA,4,85000
NANCY BROWN KITCHEN,NA,4,85000
NANCY'S CHEESE,NA,11,84000
NANCY'S CHEESE,NA,11,84000
NANDO'S PERI PERI CHICKEN,S - Significant,21,78000
NANDO'S PERI PERI CHICKEN,S - Significant,21,78000
NANDO'S PERI PERI CHICKEN,M - Minor,21,78000
NANDO'S PERI PERI CHICKEN,S - Significant,21,78000
NANDO'S PERI PERI CHICKEN,NA,21,78000
NANDOS FLAME GRILLED CHICKEN,S - Significant,11,84000
NANDOS FLAME GRILLED CHICKEN,S - Significant,11,84000
NANDOS FLAME GRILLED CHICKEN,S - Significant,11,84000
NANDOS FLAME GRILLED CHICKEN,M - Minor,11,84000
NANDOS FLAME GRILLED CHICKEN,NA,11,84000
NANDOS FLAME GRILLED CHICKEN,S - Significant,11,84000
NANDOS FLAME GRILLED CHICKEN,NA,11,84000
NANG SAIGON RESTAURANT,NA,11,84000
NANGMAN,M - Minor,18,81000
NANGMAN,M - Minor,18,81000
NANGMAN,S - Significant,18,81000
NANGMAN,M - Minor,18,81000
NANGMAN,S - Significant,18,81000
NANI'S GELATO,NA,11,84000
NANI'S GELATO,NA,11,84000
NANI'S GELATO,NA,11,84000
NANI'S GELATO,NA,10,89000
NANI'S GELATO,NA,10,89000
NANTANA THAI FOOD & DESSERTS,NA,11,84000
NANTHA,S - Significant,22,77000
NANTHA,C - Crucial,22,77000
NANTHA,C - Crucial,22,77000
NANTHA,NA,22,77000
NANTHA,NA,22,77000
NANTHA,M - Minor,22,77000
NANTHA,NA,22,77000
NANTHA,M - Minor,22,77000
NANTHA CATERS,S - Significant,23,87000
NANTHA CATERS,M - Minor,23,87000
NANTHA CATERS,S - Significant,23,87000
NANTHA CATERS,S - Significant,23,87000
NANTHA CATERS,S - Significant,23,87000
NANTHA CATERS,NA,23,87000
NANTHA CATERS,M - Minor,23,87000
NANTHA CATERS,NA,23,87000
NANTHA CATERS,M - Minor,23,87000
NANTHA CATERS,S - Significant,23,87000
NANTHA CATERS,NA,23,87000
NANTHA CATERS,M - Minor,23,87000
NANTHA CATERS,S - Significant,23,87000
NANTHA CATERS,NA,23,87000
NANTHA MAJESTIC CITY,NA,23,87000
NANTHA TAKE OUT & CATERING,NA,1,81000
NANTHA TAKE OUT & CATERING,NA,1,81000
NANTHA TAKE OUT & CATERING,NA,1,81000
NAOKI,NA,9,85000
NAOKI,NA,9,85000
NAOKI,NA,9,85000
NAOKI SUSHI,NA,21,78000
NAOKI SUSHI,NA,21,78000
NAOKI SUSHI,NA,5,72000
NAOKI SUSHI,NA,5,72000
NAOKI SUSHI,NA,5,72000
NAOKI SUSHI,NA,3,90000
NAOKI SUSHI,NA,3,90000
NAOKI SUSHI,NA,3,90000
NAOKI SUSHI,NA,6,82000
NAOKI SUSHI,NA,6,82000
NAOKO MART,NA,21,78000
NAOMI,NA,10,89000
NAOMI,M - Minor,10,89000
NAOMI,NA,10,89000
NAOMI,NA,10,89000
NAOMI AFRICAN FOOD MARKET,NA,7,73000
NAOMI AFRICAN FOOD MARKET,M - Minor,7,73000
NAOMI STORE,NA,13,65000
NAPOLI CENTRALE,NA,11,84000
NAPOLI CENTRALE,NA,11,84000
NAPOLITAN BRICK OVEN PIZZA,S - Significant,3,90000
NAPOLITAN BRICK OVEN PIZZA,M - Minor,3,90000
NAPOLITAN BRICK OVEN PIZZA,NA,3,90000
NAPOLITAN BRICK OVEN PIZZA,NA,3,90000
NARAINE'S BAKERY,NA,23,87000
NARAINE'S BAKERY,NA,23,87000
NARCOS TACOS,S - Significant,21,78000
NARCOS TACOS,S - Significant,21,78000
NARCOS TACOS,S - Significant,21,78000
NARCOS TACOS,S - Significant,21,78000
NARCOS TACOS,S - Significant,21,78000
NARCOS TACOS,S - Significant,21,78000
NARCOS TACOS,C - Crucial,21,78000
NARCOS TACOS,S - Significant,21,78000
NARCOS TACOS,NA,21,78000
NARCOS TACOS,S - Significant,21,78000
NARCOS TACOS,S - Significant,21,78000
NARCOS TACOS,S - Significant,21,78000
NARCOS TACOS,S - Significant,21,78000
NARCOS TACOS,S - Significant,21,78000
NARCOS TACOS,NA,21,78000
NARCOS TACOS,M - Minor,21,78000
NARCOS TACOS,M - Minor,21,78000
NARCOS TACOS,S - Significant,21,78000
NARCOS TACOS,S - Significant,21,78000
NARI SUSHI,S - Significant,13,65000
NARI SUSHI,M - Minor,13,65000
NARI SUSHI,M - Minor,13,65000
NARIN PASTRY,S - Significant,6,82000
NARIN PASTRY,NA,6,82000
NARIN PASTRY,M - Minor,6,82000
NARIN PASTRY,S - Significant,6,82000
NARIN PASTRY,M - Minor,6,82000
NARIN PASTRY,M - Minor,6,82000
NARIN PASTRY,M - Minor,6,82000
NARIN PASTRY,M - Minor,6,82000
NARIN PASTRY,M - Minor,6,82000
NARIN PASTRY,NA,6,82000
NARIN PASTRY,M - Minor,6,82000
NASIB'S SHAWARMA AND FALAFEL,NA,21,78000
NASIM CARAVAN,S - Significant,24,78000
NASIM CARAVAN,S - Significant,24,78000
NASIM CARAVAN,S - Significant,24,78000
NASIM CARAVAN,NA,24,78000
NASIM CARAVAN-HAROON NUTS,NA,20,79000
NASIM CARAVAN-HAROON NUTS,NA,20,79000
NATALIE'S KITCHEN,M - Minor,2,100000
NATALIE'S KITCHEN,NA,2,100000
NATALIE'S KITCHEN,NA,2,100000
NATALIE'S KITCHEN,NA,2,100000
NATHANS/PICKLE DELI - PRINCES' NORTH - CNE 2023,NA,10,89000
NATIONAL RESTAURANT,M - Minor,6,82000
NATIONAL RESTAURANT,NA,6,82000
NATIONAL RESTAURANT,M - Minor,6,82000
NATIONAL RESTAURANT,NA,6,82000
NATIONAL YACHT CLUB - MAIN KITCHEN,S - Significant,10,89000
NATIONAL YACHT CLUB - MAIN KITCHEN,M - Minor,10,89000
NATIONAL YACHT CLUB - MAIN KITCHEN,M - Minor,10,89000
NATIONS FRESH FOODS,S - Significant,5,72000
NATIONS FRESH FOODS,M - Minor,5,72000
NATIONS FRESH FOODS,NA,5,72000
NATIONS FRESH FOODS,C - Crucial,5,72000
NATIONS FRESH FOODS,M - Minor,5,72000
NATIONS FRESH FOODS,S - Significant,5,72000
NATIONS FRESH FOODS,NA,5,72000
NATIONS FRESH FOODS,NA,5,72000
NATIONS FRESH FOODS,NA,5,72000
NATIONS FRESH FOODS,NA,5,72000
NATIONS FRESH FOODS,NA,5,72000
NATIONS FRESH FOODS,S - Significant,5,72000
NATIONS FRESH FOODS,S - Significant,5,72000
NATIONS FRESH FOODS,S - Significant,5,72000
NATIONS FRESH FOODS,M - Minor,5,72000
NATIONS FRESH FOODS,NA,5,72000
NATIONS FRESH FOODS,M - Minor,5,72000
NATIONS FRESH FOODS,NA,5,72000
NATIONS FRESH FOODS,S - Significant,5,72000
NATIONS FRESH FOODS,S - Significant,5,72000
NATIONS FRESH FOODS,M - Minor,5,72000
NATIONS FRESH FOODS,M - Minor,5,72000
NATIONS FRESH FOODS,S - Significant,5,72000
NATIONS FRESH FOODS,S - Significant,5,72000
NATIONS FRESH FOODS,M - Minor,5,72000
NATIONS FRESH FOODS,M - Minor,5,72000
NATIONS TRANSFORMATION MINISTRIES,NA,5,72000
NATIVE CANADIAN CENTRE OF TORONTO,M - Minor,11,84000
NATIVE CANADIAN CENTRE OF TORONTO,NA,11,84000
NATIVE CANADIAN CENTRE OF TORONTO,M - Minor,11,84000
NATIVE CHILD AND FAMILY SERVICES,S - Significant,11,84000
NATIVE CHILD AND FAMILY SERVICES,M - Minor,11,84000
NATIVE CHILD AND FAMILY SERVICES,S - Significant,11,84000
